person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25,43000,3,9.0,2,C,22000,13.11,1,0.51,0,2
25,52000,3,4.0,4,B,22000,10.74,1,0.42,0,2
21,18701,0,0.0,4,D,4200,14.11,1,0.22,1,4
22,57000,3,6.0,1,B,22000,9.63,1,0.39,0,3
25,58000,3,0.0,3,C,22000,14.65,1,0.38,0,2
23,60000,3,6.0,0,B,22000,10.25,1,0.37,0,4
24,60000,3,3.0,5,C,22000,14.26,1,0.37,1,2
25,18840,0,5.0,1,B,3000,9.91,1,0.16,0,2
26,56000,3,7.0,3,E,22000,17.19,1,0.39,0,3
22,70000,3,3.0,1,B,22000,11.36,1,0.31,0,4
23,74064,3,3.0,0,B,22000,10.59,0,0.3,0,3
24,76597,3,5.0,1,B,22000,9.25,0,0.29,0,2
22,19000,2,6.0,3,A,3625,8.49,1,0.19,0,3
26,77000,3,0.0,5,A,22000,6.54,0,0.29,0,3
21,19000,2,5.0,3,A,6000,8.49,1,0.32,0,3
26,82600,3,10.0,5,B,22000,12.69,0,0.27,0,2
24,19000,2,3.0,3,C,7400,13.85,1,0.39,0,2
25,19000,2,3.0,0,A,4000,7.4,1,0.21,0,3
23,84000,3,3.0,0,B,22000,11.71,0,0.26,0,4
25,77650,3,8.0,4,B,22000,11.48,1,0.28,0,3
25,82000,3,1.0,1,E,22000,17.51,1,0.27,0,2
21,19012,0,0.0,0,D,3500,14.61,1,0.18,0,3
23,99996,3,3.0,0,A,22000,7.88,0,0.22,0,4
22,19200,0,6.0,4,B,4950,11.71,1,0.26,0,2
25,57000,3,4.0,4,B,21700,11.99,1,0.38,0,2
24,54000,3,5.0,5,C,21600,13.49,1,0.4,0,2
23,56000,3,8.0,3,G,21600,21.21,1,0.39,1,4
26,63000,3,2.0,0,C,21600,14.35,1,0.34,1,3
22,82000,3,3.0,4,C,21600,13.61,0,0.26,1,3
22,78000,3,6.0,0,B,21600,11.26,1,0.28,0,3
22,19200,2,0.0,5,B,2400,10.59,0,0.13,0,3
24,112140,3,8.0,3,A,21600,7.9,0,0.19,0,2
25,19200,2,4.0,1,B,3000,11.99,1,0.16,0,4
24,59000,3,5.0,3,D,21500,16.89,1,0.36,0,3
24,70000,3,5.0,2,B,21500,9.99,1,0.31,0,3
24,116000,3,5.0,1,D,21500,15.33,0,0.19,1,3
25,60000,3,5.0,1,A,21450,7.29,1,0.36,0,4
22,31000,3,5.0,0,B,21250,12.42,1,0.69,0,3
25,47052,3,5.0,5,B,21250,10.99,1,0.45,0,2
25,51060,3,9.0,5,A,21250,6.91,1,0.42,0,2
22,19200,0,6.0,0,C,5000,14.17,1,0.26,1,2
22,53000,3,3.0,3,B,21250,10.25,1,0.4,0,3
24,56000,3,8.0,5,D,21250,15.95,1,0.38,1,3
24,65000,3,4.0,1,D,21250,15.95,1,0.33,1,4
21,35000,3,3.0,5,B,21000,12.53,1,0.6,0,4
22,19200,0,6.0,2,D,1400,14.91,1,0.07,1,4
26,40000,3,3.0,3,A,21000,6.54,1,0.53,0,4
26,42000,3,0.0,3,F,21000,17.26,1,0.5,1,4
23,63000,3,2.0,3,B,21000,11.36,1,0.33,0,2
26,19200,0,5.0,5,A,4000,7.51,1,0.21,0,4
22,59000,3,2.0,4,B,21000,10.71,1,0.36,0,3
22,70500,3,3.0,4,C,21000,13.98,0,0.3,1,4
26,65219,3,11.0,0,D,21000,14.09,1,0.32,0,3
22,75000,3,2.0,1,B,21000,10.0,0,0.28,0,3
22,19200,0,3.0,3,D,5000,15.33,1,0.26,0,3
25,62047,3,9.0,3,E,21000,16.32,1,0.29,1,4
24,79000,3,8.0,2,A,21000,7.9,0,0.27,0,2
23,80000,3,3.0,3,B,21000,11.99,0,0.26,0,3
24,84000,3,8.0,3,B,21000,10.75,0,0.25,0,4
26,85000,3,3.0,2,C,21000,13.92,0,0.25,0,3
22,93000,3,1.0,1,B,21000,9.91,0,0.23,0,3
26,81000,3,10.0,1,E,21000,16.95,1,0.26,1,3
26,97000,3,1.0,1,A,21000,7.9,0,0.22,0,3
25,100000,3,2.0,4,D,21000,16.49,1,0.21,1,3
26,19200,1,0.0,4,C,7500,11.97,1,0.39,1,2
26,125000,3,5.0,2,A,21000,8.9,0,0.17,0,2
25,125000,3,9.0,1,C,21000,12.99,0,0.17,1,3
23,82000,3,2.0,4,B,20900,12.69,0,0.25,0,2
21,19500,0,0.0,1,B,15000,9.64,1,0.77,0,2
26,50000,3,7.0,5,A,20500,7.49,1,0.41,0,3
23,70000,3,2.0,1,C,20500,13.16,0,0.29,1,3
22,19800,2,1.0,1,A,2100,8.38,0,0.11,0,4
23,54000,3,7.0,4,A,20375,7.49,1,0.38,0,2
26,26000,3,10.0,1,B,20050,9.76,1,0.77,0,2
24,33000,3,1.0,0,B,20000,10.99,1,0.61,0,3
23,20000,2,0.0,4,B,5000,11.71,0,0.25,0,4
22,20000,2,6.0,4,B,9250,10.65,0,0.46,0,4
24,35364,3,1.0,3,B,20000,12.53,1,0.57,0,4
25,38000,3,4.0,3,D,20000,14.59,1,0.53,0,4
23,32000,3,3.0,0,D,20000,12.61,1,0.63,0,4
25,38004,3,6.0,3,C,20000,13.11,1,0.53,0,2
23,20000,0,2.0,3,B,6400,10.65,0,0.32,0,4
25,38556,3,9.0,4,C,20000,11.22,1,0.52,1,4
23,32900,3,1.0,1,D,20000,16.0,1,0.61,0,2
25,34000,3,10.0,2,B,20000,8.88,1,0.59,0,4
24,40000,3,4.0,4,B,20000,12.53,1,0.5,0,3
26,20000,0,5.0,3,A,4800,5.99,0,0.24,0,3
25,42000,3,2.0,1,C,20000,13.47,1,0.48,0,4
22,42224,3,7.0,5,A,20000,6.99,1,0.47,0,4
25,20000,2,0.0,4,D,5650,15.99,0,0.28,1,2
22,37212,3,6.0,0,E,20000,16.69,1,0.54,0,3
25,38000,3,9.0,3,B,20000,11.11,1,0.53,0,4
22,45000,3,0.0,1,A,20000,7.9,1,0.44,0,4
23,45000,3,4.0,4,B,20000,10.25,1,0.44,0,2
23,20000,2,7.0,3,A,1200,7.49,0,0.06,0,3
22,45000,3,1.0,0,C,20000,13.92,1,0.44,1,3
24,39000,3,5.0,3,D,20000,14.74,1,0.51,0,2
24,46500,3,5.0,1,B,20000,10.62,1,0.43,0,2
22,48000,3,7.0,5,B,20000,10.65,1,0.42,0,3
22,42000,3,1.0,4,D,20000,12.99,1,0.48,0,3
22,48500,3,1.0,5,B,20000,11.36,1,0.41,0,4
22,20000,2,3.0,1,A,7500,5.79,0,0.38,0,4
23,49400,3,0.0,1,A,20000,6.54,1,0.4,0,4
25,20000,0,1.0,5,A,4000,5.79,0,0.2,0,2
25,50000,3,10.0,0,A,20000,7.49,1,0.4,0,3
25,50000,3,9.0,1,C,20000,13.43,1,0.4,0,2
22,50000,3,6.0,0,C,20000,13.22,1,0.4,0,2
22,20000,2,1.0,5,C,5000,14.72,0,0.25,0,3
22,44000,3,2.0,1,E,20000,15.68,1,0.45,0,4
25,50950,3,5.0,2,B,20000,11.48,1,0.39,0,3
24,51000,3,8.0,5,B,20000,10.38,1,0.39,0,3
22,51000,3,5.0,1,B,20000,12.53,1,0.39,0,3
22,51000,3,0.0,1,C,20000,13.47,1,0.39,0,2
24,51500,3,6.0,5,B,20000,12.21,1,0.39,0,4
25,51996,3,9.0,5,B,20000,10.99,1,0.38,0,3
25,52000,3,1.0,1,B,20000,11.36,1,0.38,0,4
22,46000,3,2.0,0,D,20000,16.0,1,0.43,1,4
26,20000,0,1.0,4,A,1500,7.74,0,0.07,0,3
24,52000,3,8.0,1,D,20000,15.65,1,0.38,1,2
25,46000,3,9.0,0,C,20000,11.78,1,0.43,1,2
22,47000,3,5.0,3,D,20000,16.77,1,0.43,0,3
22,54000,3,2.0,1,B,20000,9.91,1,0.37,0,4
23,48000,3,7.0,3,D,20000,15.65,1,0.42,0,4
23,48000,3,0.0,3,D,20000,14.96,1,0.42,0,3
23,54000,3,1.0,5,B,20000,11.83,1,0.37,0,4
24,48912,3,0.0,3,C,20000,11.66,1,0.41,0,4
26,54996,3,8.0,1,B,20000,12.18,1,0.36,0,4
24,55000,3,8.0,2,A,20000,6.91,1,0.36,0,2
25,55000,3,3.0,0,A,20000,6.91,1,0.36,0,3
26,49000,3,0.0,2,F,20000,19.79,1,0.41,0,3
25,55000,3,0.0,5,B,20000,9.88,1,0.36,0,4
22,20000,0,0.0,4,B,16600,9.76,0,0.83,0,3
23,55000,3,5.0,0,B,20000,12.53,1,0.36,0,2
23,20004,0,6.0,4,A,7125,6.99,0,0.36,0,2
23,57000,3,3.0,1,D,20000,16.89,1,0.35,0,2
22,51012,3,1.0,4,D,20000,17.49,1,0.39,1,4
23,20004,0,2.0,1,E,2500,16.82,0,0.12,1,2
22,58000,3,0.0,0,C,20000,13.11,1,0.34,0,2
23,58800,3,7.0,0,A,20000,7.66,1,0.34,0,3
26,59000,3,10.0,3,A,20000,6.17,1,0.34,0,3
26,53000,3,1.0,4,E,20000,16.35,1,0.38,1,4
23,60000,3,7.0,3,A,20000,7.9,1,0.33,0,2
24,54000,3,2.0,5,D,20000,16.49,1,0.37,0,2
26,20280,0,5.0,2,A,7000,8.0,0,0.35,0,2
24,60000,3,0.0,4,B,20000,10.99,1,0.33,0,2
24,20352,2,3.0,5,A,7750,6.91,0,0.38,0,3
25,54000,3,6.0,4,B,20000,8.88,1,0.37,0,3
23,54000,3,6.0,0,D,20000,14.84,1,0.37,1,3
23,54000,3,2.0,4,B,20000,11.12,1,0.37,0,2
22,60000,3,4.0,1,A,20000,7.88,1,0.33,0,3
22,20400,0,6.0,1,D,6000,15.99,0,0.29,1,4
24,20400,0,5.0,0,B,5500,10.99,0,0.27,0,4
25,54000,3,1.0,4,D,20000,15.65,1,0.37,1,3
24,54000,3,1.0,4,E,20000,17.04,1,0.37,1,3
23,60000,3,3.0,1,B,20000,12.21,1,0.33,0,2
21,20400,2,2.0,1,C,1275,15.23,0,0.06,1,3
25,54000,3,1.0,0,D,20000,14.11,1,0.37,0,4
24,60000,3,0.0,4,B,20000,11.14,1,0.33,0,2
21,20400,2,5.0,3,B,2400,11.49,0,0.12,0,4
24,60000,3,8.0,4,D,20000,13.87,1,0.33,0,4
26,60000,3,3.0,2,B,20000,10.08,1,0.33,0,4
23,54504,3,1.0,4,E,20000,16.7,1,0.37,1,4
24,55000,3,2.0,5,E,20000,18.64,1,0.36,0,2
24,61000,3,2.0,2,B,20000,12.18,1,0.33,0,4
25,62000,3,3.0,3,A,20000,6.54,1,0.32,0,3
24,56000,3,3.0,1,D,20000,14.61,1,0.36,1,4
21,56000,3,4.0,5,E,20000,17.39,1,0.36,1,3
24,62400,3,8.0,2,B,20000,11.12,1,0.32,0,2
25,62400,3,7.0,5,B,20000,11.48,1,0.32,0,2
25,63000,3,3.0,3,B,20000,12.42,1,0.32,0,3
26,58000,3,0.0,0,B,20000,10.25,1,0.34,0,2
23,65000,3,0.0,3,B,20000,10.65,1,0.31,0,3
24,20800,2,0.0,4,D,5000,16.29,0,0.24,1,3
23,65000,3,0.0,3,B,20000,10.37,1,0.31,0,2
23,65000,3,7.0,5,B,20000,11.49,1,0.31,0,3
25,20868,2,0.0,5,C,5375,13.49,0,0.26,1,2
23,59000,3,7.0,1,C,20000,12.29,1,0.34,0,4
21,21000,0,5.0,0,D,3500,17.27,1,0.17,1,2
26,65004,3,7.0,0,B,20000,11.99,1,0.31,0,2
25,59004,3,1.0,4,D,20000,14.84,1,0.34,1,2
23,59004,3,5.0,0,B,20000,10.83,1,0.34,0,2
23,65500,3,2.0,0,C,20000,13.22,1,0.31,0,2
22,66996,3,3.0,1,B,20000,12.18,0,0.3,0,2
23,67000,3,0.0,3,B,20000,11.11,0,0.3,0,2
24,67000,3,5.0,2,C,20000,13.48,0,0.3,1,2
26,68000,3,10.0,1,B,20000,10.75,0,0.29,0,4
25,68000,3,4.0,4,C,20000,12.53,0,0.29,1,4
24,62400,3,4.0,0,D,20000,14.84,1,0.32,0,4
23,69500,3,3.0,5,E,20000,17.74,0,0.29,1,2
25,70000,3,5.0,2,B,20000,9.99,0,0.29,0,2
22,70000,3,2.0,4,A,20000,6.91,0,0.29,0,4
25,71004,3,9.0,4,D,20000,14.09,0,0.28,0,2
22,21000,0,4.0,0,B,3000,11.49,0,0.14,0,3
23,71004,3,8.0,1,D,20000,14.09,0,0.28,0,3
23,55392,3,3.0,3,D,20000,15.2,1,0.31,1,4
24,72000,3,5.0,3,B,20000,11.83,0,0.28,0,2
24,21000,1,4.0,4,B,6000,12.21,0,0.29,0,2
23,66000,3,1.0,5,D,20000,14.11,1,0.3,0,3
22,66000,3,3.0,0,D,20000,14.42,1,0.3,0,2
24,72000,3,4.0,2,D,20000,14.74,0,0.28,1,3
24,74000,3,0.0,2,B,20000,12.69,0,0.27,0,3
22,21120,0,3.0,0,D,1625,16.89,1,0.08,1,3
25,21221,0,4.0,5,B,8500,9.63,0,0.4,0,4
24,75000,3,4.0,2,B,20000,8.88,0,0.27,0,3
26,75000,3,5.0,3,A,20000,6.91,0,0.27,0,4
25,75000,3,0.0,4,B,20000,10.38,0,0.27,0,3
22,69000,3,6.0,0,B,20000,10.99,1,0.29,0,4
26,21600,2,5.0,1,B,5200,12.42,0,0.24,0,3
24,69000,3,0.0,2,E,20000,14.82,1,0.29,0,4
23,75600,3,3.0,4,E,20000,16.32,0,0.26,1,3
23,59497,3,0.0,3,E,20000,16.0,1,0.29,0,3
23,76000,3,7.0,3,B,20000,10.37,0,0.26,0,3
26,70000,3,7.0,0,C,20000,13.16,1,0.29,0,3
24,70000,3,8.0,5,E,20000,14.88,1,0.29,0,4
22,77004,3,6.0,0,C,20000,13.98,0,0.26,0,4
26,71004,3,0.0,2,D,20000,13.36,1,0.28,1,2
24,21600,0,8.0,3,A,8000,5.42,0,0.37,0,2
26,78000,3,8.0,2,C,20000,13.85,0,0.26,1,4
23,61200,3,4.0,3,B,20000,11.14,1,0.28,0,2
21,21600,0,2.0,0,A,3800,5.99,0,0.18,0,2
23,78000,3,3.0,5,B,20000,11.58,0,0.26,0,3
23,78500,3,7.0,3,C,20000,13.85,0,0.25,1,4
23,79000,3,5.0,1,D,20000,16.89,0,0.25,1,4
23,80000,3,4.0,3,A,20000,7.9,0,0.25,0,4
23,21600,2,2.0,5,C,6000,12.68,0,0.28,0,4
22,62900,3,6.0,3,D,20000,14.91,1,0.27,0,4
24,80000,3,3.0,5,C,20000,13.06,0,0.25,0,4
25,80000,3,7.0,1,B,20000,8.88,0,0.25,0,4
23,21600,0,7.0,1,A,2000,6.17,0,0.09,0,4
22,80000,3,3.0,1,C,20000,13.98,0,0.25,1,4
22,21600,2,3.0,5,A,8500,6.54,0,0.39,0,4
26,62900,3,2.0,3,C,20000,13.85,1,0.27,0,3
26,21600,0,0.0,2,B,1000,10.36,0,0.05,0,3
25,74004,3,2.0,4,E,20000,15.95,1,0.27,1,4
25,80004,3,9.0,2,C,20000,14.26,0,0.25,1,4
23,80700,3,7.0,3,B,20000,11.71,0,0.25,0,2
22,81000,3,3.0,0,C,20000,13.49,0,0.25,0,4
24,21600,0,0.0,0,D,2000,14.84,1,0.09,0,2
23,76042,3,6.0,2,D,20000,15.05,1,0.26,1,4
22,76654,3,2.0,1,C,20000,13.79,1,0.26,1,4
24,83500,3,1.0,1,C,20000,13.48,0,0.24,0,3
23,84000,3,7.0,4,B,20000,11.11,0,0.24,0,4
25,84000,3,9.0,1,C,20000,13.92,0,0.24,0,2
23,21600,2,0.0,1,B,4400,12.53,0,0.2,0,2
21,21600,0,2.0,0,B,10000,11.14,0,0.46,0,2
24,78996,3,2.0,2,D,20000,14.11,1,0.25,0,2
23,85000,3,0.0,3,A,20000,7.49,0,0.24,0,2
25,85000,3,3.0,0,B,20000,10.25,0,0.24,0,3
26,73000,3,3.0,4,B,20000,12.53,1,0.27,0,2
21,21816,0,2.0,4,B,1500,11.86,0,0.07,0,3
23,21840,2,1.0,5,A,9000,7.88,0,0.41,0,3
22,87000,3,5.0,0,C,20000,13.85,0,0.23,0,4
23,21996,2,4.0,4,C,6000,13.23,0,0.27,0,4
23,78000,3,0.0,2,F,20000,18.25,1,0.26,1,2
24,90000,3,9.0,0,A,20000,6.54,0,0.22,0,3
23,90000,3,2.0,3,B,20000,11.49,0,0.22,0,4
26,90000,3,10.0,3,B,20000,11.49,0,0.22,0,3
22,22000,0,6.0,1,B,7000,11.71,0,0.32,0,2
23,90000,3,0.0,0,C,20000,13.57,0,0.22,0,4
25,91229,3,2.0,1,C,20000,14.35,0,0.22,0,3
26,22000,0,3.0,0,B,3825,10.65,0,0.17,0,4
22,92000,3,6.0,5,F,20000,15.65,0,0.22,1,2
25,22000,0,9.0,1,A,5875,6.62,1,0.27,0,2
25,92407,3,9.0,3,B,20000,9.25,0,0.22,0,2
22,22000,0,0.0,3,B,2400,11.71,0,0.11,0,3
24,22000,0,8.0,4,A,8000,5.42,0,0.36,0,4
26,93492,3,0.0,0,B,20000,9.45,0,0.21,0,4
23,22000,0,5.0,0,A,1550,7.49,1,0.07,0,2
23,95000,3,2.0,1,B,20000,10.99,0,0.21,0,2
21,22000,2,5.0,5,A,7350,7.66,0,0.33,0,2
23,96000,3,1.0,3,C,20000,13.04,0,0.21,0,3
22,22000,0,6.0,4,A,7200,7.14,0,0.33,0,2
22,85200,3,6.0,5,D,20000,15.65,1,0.23,1,4
22,98000,3,2.0,1,B,20000,11.83,0,0.2,0,4
24,22000,2,1.0,0,D,3000,16.0,0,0.14,1,2
23,99000,3,7.0,1,D,20000,15.28,0,0.2,0,4
21,22000,2,2.0,0,D,4000,15.05,0,0.18,0,4
22,22000,2,1.0,0,D,8500,15.05,0,0.39,0,4
24,99996,3,0.0,2,C,20000,14.22,0,0.2,1,3
25,87996,3,0.0,2,E,20000,16.35,1,0.23,0,3
26,22000,2,6.0,5,B,7500,10.96,0,0.34,0,2
25,100000,3,9.0,2,C,20000,13.06,0,0.2,0,2
25,100000,3,9.0,2,C,20000,13.06,0,0.2,1,2
22,74800,3,3.0,3,D,20000,14.96,1,0.23,1,4
23,74800,3,1.0,3,E,20000,17.04,1,0.23,1,2
22,100000,3,0.0,4,B,20000,12.21,0,0.2,0,3
25,22260,0,9.0,4,A,6400,7.88,0,0.29,0,4
26,104000,3,0.0,0,B,20000,10.74,0,0.19,0,2
23,93000,3,6.0,4,C,20000,13.22,1,0.22,0,3
23,95000,3,0.0,0,D,20000,14.59,1,0.21,1,2
23,110000,3,3.0,1,B,20000,12.42,0,0.18,0,3
22,110000,3,7.0,1,C,20000,14.17,0,0.18,0,3
22,110000,3,6.0,0,C,20000,13.72,0,0.18,0,3
24,110000,3,1.0,4,B,20000,10.38,0,0.18,0,4
22,22800,0,5.0,4,A,2000,7.51,0,0.09,0,3
22,22800,0,0.0,2,B,7125,11.71,1,0.31,0,3
23,22800,0,2.0,4,A,3000,8.9,1,0.13,0,2
25,85000,3,7.0,3,E,20000,17.39,1,0.2,0,2
23,22800,0,3.0,4,A,4800,5.79,0,0.21,0,2
23,120000,3,4.0,3,B,20000,10.37,0,0.17,0,4
24,22800,2,3.0,2,B,4750,11.36,0,0.21,0,3
24,121000,3,8.0,5,A,20000,8.9,0,0.17,0,3
23,125000,3,7.0,5,B,20000,11.11,0,0.16,0,4
22,22800,0,0.0,1,A,3000,8.94,0,0.13,0,2
25,130000,3,0.0,4,C,20000,15.27,0,0.15,0,2
26,130000,3,10.0,0,C,20000,13.11,0,0.15,1,4
23,22884,0,4.0,1,E,6000,16.0,0,0.26,0,2
24,133000,3,3.0,1,D,20000,12.36,0,0.15,1,2
22,23000,0,5.0,0,A,10625,7.51,0,0.46,0,4
21,23000,0,2.0,3,A,7000,8.9,0,0.3,0,3
25,140000,3,9.0,1,A,20000,6.54,0,0.14,0,4
24,138000,3,2.0,5,D,20000,15.99,1,0.14,1,3
23,23000,0,7.0,2,D,3600,17.27,1,0.16,1,3
26,148000,3,1.0,0,E,20000,17.99,1,0.14,0,3
22,160000,3,6.0,4,A,20000,7.49,0,0.13,0,4
22,23000,0,2.0,0,B,4800,10.0,0,0.21,0,4
26,160000,3,3.0,2,B,20000,9.99,0,0.13,0,3
26,168000,3,1.0,5,B,20000,11.36,0,0.12,0,4
26,172500,3,3.0,2,B,20000,11.83,0,0.12,0,2
21,23000,0,6.0,0,C,3000,13.35,0,0.13,0,3
25,175000,3,3.0,0,C,20000,14.72,0,0.11,1,2
25,58000,3,9.0,3,B,19900,11.83,1,0.34,0,4
26,116000,3,10.0,3,B,19800,11.48,0,0.17,0,4
26,19500,3,0.0,3,C,500,11.41,0,0.03,0,2
21,19000,3,0.0,1,C,700,12.29,0,0.04,0,2
22,23000,0,4.0,1,D,7000,14.96,0,0.3,1,3
25,19000,3,0.0,0,C,750,12.29,0,0.04,1,4
22,10000,3,0.0,2,D,1000,14.74,1,0.1,0,4
22,23000,0,1.0,1,A,2400,9.63,0,0.1,0,4
21,23000,1,0.0,1,B,2400,12.21,0,0.1,0,4
22,11760,3,0.0,5,C,1000,13.98,0,0.09,0,4
25,12000,3,0.0,1,B,1000,10.65,0,0.08,0,2
21,12000,3,1.0,1,C,1000,13.98,0,0.08,0,2
22,12000,3,0.0,4,C,1000,13.57,1,0.08,0,3
22,12240,3,1.0,4,D,1000,14.96,1,0.08,1,3
21,14400,3,1.0,5,D,1000,16.29,1,0.07,0,4
23,23040,2,0.0,5,B,2000,11.11,0,0.09,0,3
22,14400,3,2.0,5,E,1000,16.69,1,0.07,1,3
21,23040,2,0.0,1,A,15000,8.94,0,0.65,0,2
22,15000,3,0.0,3,D,1000,14.3,1,0.07,1,3
21,16000,3,2.0,5,D,1000,15.65,1,0.06,1,3
22,16800,3,2.0,1,C,1000,13.48,0,0.06,1,4
24,19200,3,2.0,1,B,1000,12.53,0,0.05,0,4
23,39600,3,5.0,1,B,19000,10.62,1,0.48,0,2
22,39900,3,4.0,5,B,19000,12.18,1,0.48,0,3
25,47000,3,4.0,3,B,19000,11.99,1,0.4,0,2
25,50000,3,2.0,2,B,19000,10.99,1,0.38,0,4
24,23500,0,2.0,0,B,7000,10.38,0,0.3,0,3
26,47500,3,10.0,4,E,19000,16.7,1,0.4,1,4
23,54586,3,5.0,4,B,19000,11.14,1,0.35,0,2
26,62004,3,5.0,3,A,19000,7.49,1,0.31,0,2
22,70000,3,1.0,3,B,19000,8.88,0,0.27,0,4
23,72000,3,3.0,3,B,19000,10.99,0,0.26,0,4
24,73000,3,8.0,2,B,19000,10.62,0,0.26,0,3
23,78000,3,2.0,5,A,19000,8.9,0,0.24,0,2
25,23920,0,0.0,3,D,6000,14.59,1,0.25,1,2
26,96000,3,6.0,4,C,19000,13.22,0,0.2,1,2
24,105000,3,2.0,2,C,19000,12.29,0,0.18,1,2
24,175000,3,1.0,4,B,19000,11.48,0,0.11,0,3
26,55000,3,7.0,0,A,18800,6.99,1,0.34,0,2
22,70000,3,2.0,0,B,18750,10.38,0,0.27,0,2
22,36500,3,0.0,5,A,18725,6.54,1,0.51,0,3
22,43000,3,4.0,0,B,18550,11.83,1,0.43,0,4
24,24000,2,0.0,5,B,7100,12.42,0,0.3,0,3
24,34300,3,4.0,3,B,18500,10.71,1,0.54,0,2
21,36000,3,3.0,1,C,18500,10.91,1,0.51,0,3
22,38000,3,2.0,3,A,18500,7.66,1,0.49,0,4
25,55784,3,2.0,0,C,18500,13.61,1,0.33,0,3
23,74196,3,2.0,1,B,18500,11.26,0,0.25,0,3
25,75000,3,0.0,1,A,18500,7.49,0,0.25,0,3
24,73000,3,0.0,2,A,18500,7.9,1,0.25,0,2
22,24000,2,5.0,3,B,8000,9.91,0,0.33,0,2
21,24000,0,0.0,5,A,3000,7.9,0,0.13,0,4
24,78000,3,1.0,5,F,18500,15.33,1,0.24,0,2
26,145000,3,3.0,1,C,18500,12.87,0,0.13,1,3
22,24000,0,5.0,1,A,5000,7.9,0,0.21,0,2
22,48888,3,1.0,4,C,18400,13.16,1,0.38,0,2
22,50000,3,2.0,0,B,18400,9.99,1,0.37,0,2
23,120000,3,7.0,4,A,18400,8.9,0,0.15,0,2
22,24000,0,1.0,5,C,5000,14.65,1,0.21,0,4
25,24000,0,0.0,0,C,6000,13.49,0,0.25,1,3
22,34000,3,0.0,5,B,18250,10.25,1,0.54,0,3
24,35004,3,3.0,4,B,18250,11.49,1,0.52,0,4
25,34500,3,1.0,5,E,18250,17.04,1,0.53,0,3
23,42504,3,0.0,3,B,18250,10.25,1,0.43,0,3
22,24000,0,4.0,5,A,1300,5.42,0,0.05,0,3
22,36996,3,2.0,4,D,18250,14.61,1,0.49,1,2
24,45600,3,2.0,5,C,18250,13.35,1,0.4,0,4
23,46000,3,6.0,4,B,18250,10.75,1,0.4,0,2
25,46000,3,8.0,0,C,18250,14.26,1,0.4,0,3
25,55044,3,4.0,5,E,18250,17.56,1,0.33,0,2
22,50000,3,6.0,0,E,18250,16.7,1,0.36,1,3
23,50000,3,4.0,5,B,18225,10.74,1,0.36,0,2
26,44000,3,0.0,2,D,18225,14.91,1,0.41,0,4
24,36000,3,4.0,5,B,18200,8.88,1,0.51,0,4
25,36400,3,2.0,4,B,18200,9.91,1,0.5,0,4
22,36000,3,6.0,0,B,18200,11.71,1,0.51,0,3
24,55000,3,4.0,1,B,18200,10.99,1,0.33,0,2
23,27000,3,2.0,5,C,18000,11.54,1,0.67,1,4
23,24000,2,2.0,1,D,8000,15.62,0,0.33,0,2
23,33000,3,4.0,5,B,18000,9.91,1,0.55,0,4
21,30720,3,5.0,1,C,18000,13.48,1,0.59,1,4
23,39996,3,2.0,1,B,18000,9.25,1,0.45,0,4
25,40000,3,2.0,3,C,18000,13.11,1,0.45,1,3
22,24000,0,2.0,0,B,5000,10.99,0,0.21,0,4
25,42000,3,3.0,5,A,18000,6.17,1,0.43,0,2
24,24000,0,3.0,3,A,8000,5.99,0,0.33,0,4
24,24000,2,1.0,1,A,2400,7.49,0,0.1,0,2
24,42765,3,9.0,0,C,18000,11.03,1,0.42,1,2
24,43000,3,9.0,3,A,18000,7.9,1,0.42,0,2
22,44000,3,7.0,1,C,18000,13.57,1,0.41,1,4
24,44000,3,6.0,5,B,18000,12.18,1,0.41,0,2
25,39000,3,3.0,3,E,18000,17.19,1,0.46,0,3
22,46800,3,6.0,3,C,18000,15.23,1,0.38,1,2
24,42000,3,8.0,2,D,18000,14.46,1,0.43,1,3
24,24000,2,5.0,5,A,4200,6.99,0,0.17,0,3
24,43400,3,2.0,0,E,18000,16.63,1,0.41,1,2
24,50000,3,1.0,3,B,18000,12.42,1,0.36,0,4
24,50000,3,4.0,5,A,18000,7.9,1,0.36,0,4
23,24000,0,2.0,3,D,5000,15.99,1,0.21,1,2
26,50000,3,5.0,1,C,18000,13.11,1,0.36,0,3
22,50000,3,6.0,5,C,18000,13.79,1,0.36,0,2
22,24000,2,3.0,1,B,2500,10.59,0,0.1,0,2
22,24000,2,1.0,3,C,6000,12.68,0,0.25,1,4
25,52000,3,2.0,5,C,18000,12.98,1,0.35,0,4
22,52000,3,1.0,5,C,18000,13.85,1,0.35,1,4
25,52526,3,9.0,5,B,18000,12.21,1,0.34,0,2
22,46610,3,6.0,0,B,18000,10.71,1,0.39,0,3
24,48000,3,5.0,4,A,18000,6.54,1,0.38,0,2
23,24000,2,0.0,4,A,8000,5.79,0,0.33,0,3
25,55000,3,2.0,1,C,18000,12.84,1,0.33,0,2
25,55344,3,2.0,2,B,18000,10.99,1,0.33,0,4
23,24000,0,5.0,3,B,1375,11.11,1,0.06,0,4
24,56000,3,2.0,1,C,18000,13.48,1,0.32,0,3
